Date,Close
2025-05-14 09:30:00,160.5399932861328
2025-05-14 09:31:00,160.56739807128906
2025-05-14 09:32:00,160.14999389648438
2025-05-14 09:33:00,160.13999938964844
2025-05-14 09:34:00,160.3249969482422
2025-05-14 09:35:00,160.3000030517578
2025-05-14 09:36:00,160.66000366210938
2025-05-14 09:37:00,160.7592010498047
2025-05-14 09:38:00,161.10000610351562
2025-05-14 09:39:00,161.27499389648438
2025-05-14 09:40:00,161.39999389648438
2025-05-14 09:41:00,161.78990173339844
2025-05-14 09:42:00,162.05499267578125
2025-05-14 09:43:00,161.8000030517578
2025-05-14 09:44:00,161.25
2025-05-14 09:45:00,160.6199951171875
2025-05-14 09:46:00,160.25999450683594
2025-05-14 09:47:00,160.0050048828125
2025-05-14 09:48:00,159.72000122070312
2025-05-14 09:49:00,159.97000122070312
2025-05-14 09:50:00,159.89500427246094
2025-05-14 09:51:00,160.4499969482422
2025-05-14 09:52:00,160.72999572753906
2025-05-14 09:53:00,160.52000427246094
2025-05-14 09:54:00,160.55499267578125
2025-05-14 09:55:00,160.3699951171875
2025-05-14 09:56:00,160.4199981689453
2025-05-14 09:57:00,160.33749389648438
2025-05-14 09:58:00,160.55999755859375
2025-05-14 09:59:00,160.80499267578125
2025-05-14 10:00:00,160.91000366210938
2025-05-14 10:01:00,161.08999633789062
2025-05-14 10:02:00,161.1199951171875
2025-05-14 10:03:00,161.23500061035156
2025-05-14 10:04:00,161.36000061035156
2025-05-14 10:05:00,161.44000244140625
2025-05-14 10:06:00,161.42999267578125
2025-05-14 10:07:00,161.33689880371094
2025-05-14 10:08:00,161.41000366210938
2025-05-14 10:09:00,161.2899932861328
2025-05-14 10:10:00,161.34500122070312
2025-05-14 10:11:00,161.14999389648438
2025-05-14 10:12:00,161.58990478515625
2025-05-14 10:13:00,161.88499450683594
2025-05-14 10:14:00,161.8520050048828
2025-05-14 10:15:00,161.72000122070312
2025-05-14 10:16:00,161.8280029296875
2025-05-14 10:17:00,161.89999389648438
2025-05-14 10:18:00,161.8596954345703
2025-05-14 10:19:00,162.09019470214844
2025-05-14 10:20:00,162.30999755859375
2025-05-14 10:21:00,162.2100067138672
2025-05-14 10:22:00,162.25
2025-05-14 10:23:00,162.38059997558594
2025-05-14 10:24:00,162.24000549316406
2025-05-14 10:25:00,162.55999755859375
2025-05-14 10:26:00,162.56500244140625
2025-05-14 10:27:00,162.67999267578125
2025-05-14 10:28:00,162.84500122070312
2025-05-14 10:29:00,163.08999633789062
2025-05-14 10:30:00,162.97000122070312
2025-05-14 10:31:00,162.8249969482422
2025-05-14 10:32:00,162.6699981689453
2025-05-14 10:33:00,162.639892578125
2025-05-14 10:34:00,162.72999572753906
2025-05-14 10:35:00,162.9597930908203
2025-05-14 10:36:00,163.14999389648438
2025-05-14 10:37:00,163.2899932861328
2025-05-14 10:38:00,162.92999267578125
2025-05-14 10:39:00,163.02999877929688
2025-05-14 10:40:00,163.02999877929688
2025-05-14 10:41:00,162.7899932861328
2025-05-14 10:42:00,162.84930419921875
2025-05-14 10:43:00,162.86500549316406
2025-05-14 10:44:00,162.7899932861328
2025-05-14 10:45:00,162.80499267578125
2025-05-14 10:46:00,163.07000732421875
2025-05-14 10:47:00,163.32000732421875
2025-05-14 10:48:00,163.44000244140625
2025-05-14 10:49:00,163.61000061035156
2025-05-14 10:50:00,164.16000366210938
2025-05-14 10:51:00,164.1999969482422
2025-05-14 10:52:00,164.32000732421875
2025-05-14 10:53:00,164.43499755859375
2025-05-14 10:54:00,164.4499969482422
2025-05-14 10:55:00,164.63999938964844
2025-05-14 10:56:00,164.64500427246094
2025-05-14 10:57:00,164.63499450683594
2025-05-14 10:58:00,164.25999450683594
2025-05-14 10:59:00,164.47000122070312
2025-05-14 11:00:00,164.36000061035156
2025-05-14 11:01:00,164.3800048828125
2025-05-14 11:02:00,164.38999938964844
2025-05-14 11:03:00,164.25999450683594
2025-05-14 11:04:00,164.0800018310547
2025-05-14 11:05:00,164.13999938964844
2025-05-14 11:06:00,164.0050048828125
2025-05-14 11:07:00,164.36500549316406
2025-05-14 11:08:00,164.11000061035156
2025-05-14 11:09:00,164.10499572753906
2025-05-14 11:10:00,164.3325958251953
2025-05-14 11:11:00,163.9600067138672
2025-05-14 11:12:00,164.0850067138672
2025-05-14 11:13:00,164.08999633789062
2025-05-14 11:14:00,164.19000244140625
2025-05-14 11:15:00,164.25999450683594
2025-05-14 11:16:00,164.1699981689453
2025-05-14 11:17:00,164.22000122070312
2025-05-14 11:18:00,164.31500244140625
2025-05-14 11:19:00,164.11000061035156
2025-05-14 11:20:00,164.1999969482422
2025-05-14 11:21:00,164.0399932861328
2025-05-14 11:22:00,163.91000366210938
2025-05-14 11:23:00,164.1199951171875
2025-05-14 11:24:00,164.0800018310547
2025-05-14 11:25:00,163.9199981689453
2025-05-14 11:26:00,164.0399932861328
2025-05-14 11:27:00,164.09500122070312
2025-05-14 11:28:00,164.3699951171875
2025-05-14 11:29:00,164.2899932861328
2025-05-14 11:30:00,164.5
2025-05-14 11:31:00,164.2292022705078
2025-05-14 11:32:00,164.4550018310547
2025-05-14 11:33:00,164.25
2025-05-14 11:34:00,164.3000030517578
2025-05-14 11:35:00,164.1999969482422
2025-05-14 11:36:00,164.375
2025-05-14 11:37:00,164.41000366210938
2025-05-14 11:38:00,164.57000732421875
2025-05-14 11:39:00,164.4499969482422
2025-05-14 11:40:00,164.69129943847656
2025-05-14 11:41:00,164.7899932861328
2025-05-14 11:42:00,165.04989624023438
2025-05-14 11:43:00,165.18040466308594
2025-05-14 11:44:00,165.27499389648438
2025-05-14 11:45:00,165.20249938964844
2025-05-14 11:46:00,165.1300048828125
2025-05-14 11:47:00,165.1566925048828
2025-05-14 11:48:00,165.36500549316406
2025-05-14 11:49:00,165.35629272460938
2025-05-14 11:50:00,165.34930419921875
2025-05-14 11:51:00,165.3699951171875
2025-05-14 11:52:00,165.5500030517578
2025-05-14 11:53:00,165.75999450683594
2025-05-14 11:54:00,165.639892578125
2025-05-14 11:55:00,165.57000732421875
2025-05-14 11:56:00,165.67999267578125
2025-05-14 11:57:00,165.8300018310547
2025-05-14 11:58:00,165.7675018310547
2025-05-14 11:59:00,165.72999572753906
2025-05-14 12:00:00,165.86659240722656
2025-05-14 12:01:00,165.88999938964844
2025-05-14 12:02:00,165.75
2025-05-14 12:03:00,165.77999877929688
2025-05-14 12:04:00,165.77499389648438
2025-05-14 12:05:00,166.07000732421875
2025-05-14 12:06:00,166.07000732421875
2025-05-14 12:07:00,166.00999450683594
2025-05-14 12:08:00,166.3350067138672
2025-05-14 12:09:00,166.55340576171875
2025-05-14 12:10:00,166.50999450683594
2025-05-14 12:11:00,166.61500549316406
2025-05-14 12:12:00,166.85000610351562
2025-05-14 12:13:00,166.7899932861328
2025-05-14 12:14:00,166.69000244140625
2025-05-14 12:15:00,166.47999572753906
2025-05-14 12:16:00,166.41000366210938
2025-05-14 12:17:00,166.22999572753906
2025-05-14 12:18:00,166.19000244140625
2025-05-14 12:19:00,166.0
2025-05-14 12:20:00,166.23899841308594
2025-05-14 12:21:00,166.25
2025-05-14 12:22:00,166.3614044189453
2025-05-14 12:23:00,166.3000030517578
2025-05-14 12:24:00,166.38980102539062
2025-05-14 12:25:00,166.5
2025-05-14 12:26:00,166.5399932861328
2025-05-14 12:27:00,166.5800018310547
2025-05-14 12:28:00,166.6033935546875
2025-05-14 12:29:00,166.69500732421875
2025-05-14 12:30:00,166.57000732421875
2025-05-14 12:31:00,166.65499877929688
2025-05-14 12:32:00,166.83999633789062
2025-05-14 12:33:00,166.98989868164062
2025-05-14 12:34:00,166.9199981689453
2025-05-14 12:35:00,166.6199951171875
2025-05-14 12:36:00,166.61000061035156
2025-05-14 12:37:00,166.5
2025-05-14 12:38:00,166.35000610351562
2025-05-14 12:39:00,166.17999267578125
2025-05-14 12:40:00,166.00840759277344
2025-05-14 12:41:00,165.97000122070312
2025-05-14 12:42:00,165.91000366210938
2025-05-14 12:43:00,165.88999938964844
2025-05-14 12:44:00,165.84500122070312
2025-05-14 12:45:00,165.98500061035156
2025-05-14 12:46:00,166.18499755859375
2025-05-14 12:47:00,166.22000122070312
2025-05-14 12:48:00,166.1699981689453
2025-05-14 12:49:00,166.0
2025-05-14 12:50:00,165.96499633789062
2025-05-14 12:51:00,165.9949951171875
2025-05-14 12:52:00,166.0800018310547
2025-05-14 12:53:00,166.1300048828125
2025-05-14 12:54:00,166.0800018310547
2025-05-14 12:55:00,166.1699981689453
2025-05-14 12:56:00,166.06019592285156
2025-05-14 12:57:00,165.9600067138672
2025-05-14 12:58:00,166.0399932861328
2025-05-14 12:59:00,166.0800018310547
2025-05-14 13:00:00,166.05079650878906
2025-05-14 13:01:00,165.85499572753906
2025-05-14 13:02:00,165.8300018310547
2025-05-14 13:03:00,165.67999267578125
2025-05-14 13:04:00,165.52999877929688
2025-05-14 13:05:00,165.49000549316406
2025-05-14 13:06:00,165.3000030517578
2025-05-14 13:07:00,165.22500610351562
2025-05-14 13:08:00,165.27000427246094
2025-05-14 13:09:00,165.3000030517578
2025-05-14 13:10:00,165.27999877929688
2025-05-14 13:11:00,165.3800048828125
2025-05-14 13:12:00,165.1999969482422
2025-05-14 13:13:00,165.19000244140625
2025-05-14 13:14:00,165.2899932861328
2025-05-14 13:15:00,165.24000549316406
2025-05-14 13:16:00,165.1750030517578
2025-05-14 13:17:00,165.08999633789062
2025-05-14 13:18:00,165.21499633789062
2025-05-14 13:19:00,165.24130249023438
2025-05-14 13:20:00,165.15020751953125
2025-05-14 13:21:00,164.9145965576172
2025-05-14 13:22:00,164.85000610351562
2025-05-14 13:23:00,164.7073974609375
